id,district,district_name,building_type,category,life_system,is_landmark,center_m,lot_size_m,footprint_m,rotation_deg,nearest_road,entrance_side,floors,height_class,basement_levels,z_min,z_max,elevator_count,stairwell_count,layout_id,base_plan,footprint_shape,floorplan_family,bedrooms,bathrooms,entrance_offset,window_pattern,stair_pattern,roof,facade,palette,feature,condition,room_twist,room_definition_set,loot_profile,zombie_heat_weight,vehicle_spawn_profile,parking_spaces_planned,parking_strategy,loading_bays,service_entrance_required,utility_profile,foraging_profile,story_zone,business_name_id,map_reveal_item,interior_state_seed,design_signature,visual_signature,status
P011,Z01,西北森林与湖泊,forest_cabin,residential,居住,False,"[237.8, 164.0]","[29.9, 25.8]","[18.5, 16.0]",0,R04,南,1,低层,0,0,0,0,0,L011,H006,主屋加侧翼,前厅分流,1,1,-0.24,转角窗组,无楼梯,带前廊双坡,浅黄灰泥,砖红,前廊,杂草侵占,前置客厅,forest_cabin_rooms_v1,forest_cabin_loot_v1,1.0,resident_cars,2,driveway_or_curb,0,False,well_septic_grid_power,forest,Z01_forest_cabin,,False,140216011,forest_cabin:011:407,"forest_cabin|主屋加侧翼|前厅分流|1|1|-0.24|转角窗组|无楼梯|带前廊双坡|浅黄灰泥|砖红|前廊|1|[18.5, 16.0]|前置客厅",planned
P012,Z01,西北森林与湖泊,detached_house,residential,居住,False,"[285.0, 262.8]","[20.7, 31.1]","[12.8, 19.3]",0,R04,北,2,低层,1,-1,1,0,1,L012,H007,错位双矩形,双区分隔,4,1,0.24,凸窗组合,客厅转角梯,双坡,蓝灰木板,松绿,前廊,维护良好,独立餐厅,detached_house_rooms_v1,detached_house_loot_v1,1.0,resident_cars,2,driveway_or_curb,0,False,well_septic_grid_power,forest,Z01_detached_house,,False,140216012,detached_house:012:444,"detached_house|错位双矩形|双区分隔|4|1|0.24|凸窗组合|客厅转角梯|双坡|蓝灰木板|松绿|前廊|2|[12.8, 19.3]|独立餐厅",planned
P013,Z02,北部农场带,veterinary_clinic,civic,医疗,False,"[651.7, 183.1]","[29.1, 38.2]","[21.0, 27.5]",0,R05,北,1,低层,0,0,0,0,0,L013,N006,T形,veterinary_clinic-功能分区-06,0,1,0.05,前二侧一,无楼梯,带前廊双坡,蓝灰木板,浅青,前廊,杂草侵占,车库内门,veterinary_clinic_rooms_v1,veterinary_clinic_loot_v1,1.7,public_service,8,on_lot_and_service_lane,0,True,well_septic_grid_power,farmland,Z02_veterinary_clinic,,False,140216013,veterinary_clinic:013:481,"veterinary_clinic|T形|veterinary_clinic-功能分区-06|0|1|0.05|前二侧一|无楼梯|带前廊双坡|蓝灰木板|浅青|前廊|1|[21.0, 27.5]|车库内门",planned
P014,Z02,北部农场带,rural_outbuilding,rural,农业生产,False,"[594.7, 144.4]","[39.6, 42.7]","[23.0, 24.8]",0,R05,北,1,低层,0,0,0,0,0,L014,N007,后凸形,rural_outbuilding-功能分区-07,0,1,-0.12,转角窗组,无楼梯,双坡,浅黄灰泥,砖红,前廊,维护良好,前置客厅,rural_outbuilding_rooms_v1,rural_outbuilding_loot_v1,0.5,farm_vehicles,3,driveway_or_curb,0,False,well_septic_grid_power,farmland,Z02_rural_outbuilding,,False,140216014,rural_outbuilding:014:518,"rural_outbuilding|后凸形|rural_outbuilding-功能分区-07|0|1|-0.12|转角窗组|无楼梯|双坡|浅黄灰泥|砖红|前廊|1|[23.0, 24.8]|前置客厅",planned
P015,Z02,北部农场带,barn,rural,农业生产,False,"[457.5, 198.2]","[42.4, 57.7]","[24.6, 33.4]",0,R04,南,1,低层,0,0,0,0,0,L015,N008,L形左翼,barn-功能分区-08,0,1,-0.29,凸窗组合,无楼梯,带前廊双坡,蓝灰木板,松绿,前廊,火灾熏黑,独立餐厅,barn_rooms_v1,barn_loot_v1,0.5,farm_vehicles,3,driveway_or_curb,0,False,well_septic_grid_power,farmland,Z02_barn,,False,140216015,barn:015:555,"barn|L形左翼|barn-功能分区-08|0|1|-0.29|凸窗组合|无楼梯|带前廊双坡|蓝灰木板|松绿|前廊|1|[24.6, 33.4]|独立餐厅",planned
P016,Z02,北部农场带,rural_outbuilding,rural,农业生产,False,"[622.4, 59.3]","[48.9, 64.1]","[28.4, 37.2]",0,R05,南,1,低层,0,0,0,0,0,L016,N009,T形,rural_outbuilding-功能分区-09,0,1,0.19,前一侧二,无楼梯,双坡,浅黄灰泥,浅青,前廊,屋顶轻损,车库内门,rural_outbuilding_rooms_v1,rural_outbuilding_loot_v1,0.5,farm_vehicles,3,driveway_or_curb,0,False,well_septic_grid_power,farmland,Z02_rural_outbuilding,,False,140216016,rural_outbuilding:016:592,"rural_outbuilding|T形|rural_outbuilding-功能分区-09|0|1|0.19|前一侧二|无楼梯|双坡|浅黄灰泥|浅青|前廊|1|[28.4, 37.2]|车库内门",planned
P017,Z02,北部农场带,barn,rural,农业生产,False,"[603.8, 215.3]","[39.2, 64.4]","[22.7, 37.3]",0,R06,南,1,低层,0,0,0,0,0,L017,N010,后凸形,barn-功能分区-10,0,1,0.02,窄窗组合,无楼梯,带前廊双坡,蓝灰木板,砖红,前廊,杂草侵占,前置客厅,barn_rooms_v1,barn_loot_v1,0.5,farm_vehicles,3,driveway_or_curb,0,False,well_septic_grid_power,farmland,Z02_barn,,False,140216017,barn:017:629,"barn|后凸形|barn-功能分区-10|0|1|0.02|窄窗组合|无楼梯|带前廊双坡|蓝灰木板|砖红|前廊|1|[22.7, 37.3]|前置客厅",planned
P018,Z02,北部农场带,rural_outbuilding,rural,农业生产,False,"[559.6, 66.0]","[57.5, 60.5]","[33.4, 35.1]",0,R05,南,1,低层,0,0,0,0,0,L018,N011,L形左翼,rural_outbuilding-功能分区-11,0,2,-0.15,前二侧一,无楼梯,双坡,浅黄灰泥,松绿,前廊,维护良好,独立餐厅,rural_outbuilding_rooms_v1,rural_outbuilding_loot_v1,0.5,farm_vehicles,3,driveway_or_curb,0,False,well_septic_grid_power,farmland,Z02_rural_outbuilding,,False,140216018,rural_outbuilding:018:666,"rural_outbuilding|L形左翼|rural_outbuilding-功能分区-11|0|2|-0.15|前二侧一|无楼梯|双坡|浅黄灰泥|松绿|前廊|1|[33.4, 35.1]|独立餐厅",planned
P019,Z02,北部农场带,barn,rural,农业生产,False,"[438.4, 63.5]","[51.4, 43.2]","[29.8, 25.0]",0,R05,南,1,低层,0,0,0,0,0,L019,N012,T形,barn-功能分区-12,0,1,-0.32,转角窗组,无楼梯,带前廊双坡,蓝灰木板,浅青,前廊,火灾熏黑,车库内门,barn_rooms_v1,barn_loot_v1,0.5,farm_vehicles,3,driveway_or_curb,0,False,well_septic_grid_power,farmland,Z02_barn,,False,140216019,barn:019:703,"barn|T形|barn-功能分区-12|0|1|-0.32|转角窗组|无楼梯|带前廊双坡|蓝灰木板|浅青|前廊|1|[29.8, 25.0]|车库内门",planned
P020,Z02,北部农场带,grain_silo,rural,农业生产,False,"[387.4, 154.6]","[55.4, 62.2]","[32.1, 36.1]",0,R05,北,1,低层,0,0,0,0,0,L020,N013,后凸形,grain_silo-功能分区-13,0,2,0.16,凸窗组合,无楼梯,双坡,浅黄灰泥,砖红,前廊,屋顶轻损,前置客厅,grain_silo_rooms_v1,grain_silo_loot_v1,0.5,farm_vehicles,3,driveway_or_curb,0,False,well_septic_grid_power,farmland,Z02_grain_silo,,False,140216020,grain_silo:020:740,"grain_silo|后凸形|grain_silo-功能分区-13|0|2|0.16|凸窗组合|无楼梯|双坡|浅黄灰泥|砖红|前廊|1|[32.1, 36.1]|前置客厅",planned
P021,Z02,北部农场带,barn,rural,农业生产,False,"[548.1, 167.6]","[41.2, 43.4]","[23.9, 25.2]",90,R03,西,1,低层,0,0,0,0,0,L021,N014,L形左翼,barn-功能分区-14,0,1,-0.01,前一侧二,无楼梯,带前廊双坡,蓝灰木板,松绿,前廊,杂草侵占,独立餐厅,barn_rooms_v1,barn_loot_v1,0.5,farm_vehicles,3,driveway_or_curb,0,False,well_septic_grid_power,farmland,Z02_barn,,False,140216021,barn:021:777,"barn|L形左翼|barn-功能分区-14|0|1|-0.01|前一侧二|无楼梯|带前廊双坡|蓝灰木板|松绿|前廊|1|[23.9, 25.2]|独立餐厅",planned
P022,Z02,北部农场带,barn,rural,农业生产,False,"[374.9, 60.9]","[43.2, 46.2]","[25.0, 26.8]",0,R05,南,1,低层,0,0,0,0,0,L022,N015,T形,barn-功能分区-15,0,1,-0.18,窄窗组合,无楼梯,双坡,浅黄灰泥,浅青,前廊,维护良好,车库内门,barn_rooms_v1,barn_loot_v1,0.5,farm_vehicles,3,driveway_or_curb,0,False,well_septic_grid_power,farmland,Z02_barn,,False,140216022,barn:022:814,"barn|T形|barn-功能分区-15|0|1|-0.18|窄窗组合|无楼梯|双坡|浅黄灰泥|浅青|前廊|1|[25.0, 26.8]|车库内门",planned
P023,Z02,北部农场带,rural_outbuilding,rural,农业生产,False,"[401.5, 304.4]","[39.3, 59.3]","[22.8, 34.4]",90,R15,南,1,低层,0,0,0,0,0,L023,N016,后凸形,rural_outbuilding-功能分区-16,0,1,0.3,前二侧一,无楼梯,带前廊双坡,蓝灰木板,砖红,前廊,火灾熏黑,前置客厅,rural_outbuilding_rooms_v1,rural_outbuilding_loot_v1,0.5,farm_vehicles,3,driveway_or_curb,0,False,well_septic_grid_power,farmland,Z02_rural_outbuilding,,False,140216023,rural_outbuilding:023:851,"rural_outbuilding|后凸形|rural_outbuilding-功能分区-16|0|1|0.3|前二侧一|无楼梯|带前廊双坡|蓝灰木板|砖红|前廊|1|[22.8, 34.4]|前置客厅",planned
P024,Z02,北部农场带,farm_supply,commercial,零售服务,False,"[437.1, 126.4]","[25.1, 42.0]","[18.1, 30.2]",0,R05,北,1,低层,0,0,0,0,0,L024,N017,L形左翼,farm_supply-功能分区-17,0,1,0.13,转角窗组,无楼梯,双坡,浅黄灰泥,松绿,前廊,屋顶轻损,独立餐厅,farm_supply_rooms_v1,farm_supply_loot_v1,1.8,customer_and_staff,6,on_lot_and_service_lane,0,False,well_septic_grid_power,farmland,Z02_farm_supply,BIZ-024,True,140216024,farm_supply:024:888,"farm_supply|L形左翼|farm_supply-功能分区-17|0|1|0.13|转角窗组|无楼梯|双坡|浅黄灰泥|松绿|前廊|1|[18.1, 30.2]|独立餐厅",planned
P025,Z02,北部农场带,feed_store,commercial,零售服务,False,"[618.3, 295.0]","[26.5, 37.0]","[19.1, 26.6]",0,R06,北,1,低层,0,0,0,0,0,L025,N018,T形,feed_store-功能分区-18,0,1,-0.04,凸窗组合,无楼梯,带前廊双坡,蓝灰木板,浅青,前廊,杂草侵占,车库内门,feed_store_rooms_v1,feed_store_loot_v1,1.8,customer_and_staff,6,on_lot_and_service_lane,0,False,well_septic_grid_power,farmland,Z02_feed_store,BIZ-025,True,140216025,feed_store:025:925,"feed_store|T形|feed_store-功能分区-18|0|1|-0.04|凸窗组合|无楼梯|带前廊双坡|蓝灰木板|浅青|前廊|1|[19.1, 26.6]|车库内门",planned
P026,Z02,北部农场带,farmhouse,residential,居住,False,"[669.0, 241.1]","[26.1, 33.3]","[16.2, 20.6]",0,R06,南,1,低层,0,0,0,0,0,L026,H008,T形,开放核心,4,2,-0.21,前一侧二,无楼梯,双坡,浅黄灰泥,砖红,前廊,维护良好,前置客厅,farmhouse_rooms_v1,farmhouse_loot_v1,1.0,resident_cars,2,driveway_or_curb,0,False,well_septic_grid_power,farmland,Z02_farmhouse,,False,140216026,farmhouse:026:962,"farmhouse|T形|开放核心|4|2|-0.21|前一侧二|无楼梯|双坡|浅黄灰泥|砖红|前廊|1|[16.2, 20.6]|前置客厅",planned
P027,Z02,北部农场带,farmhouse,residential,居住,False,"[654.4, 141.8]","[29.2, 35.6]","[18.1, 22.1]",0,R05,北,1,低层,1,-1,0,0,1,L027,H009,矩形,纵深串联,2,1,0.27,窄窗组合,无楼梯,带前廊双坡,蓝灰木板,松绿,前廊,火灾熏黑,独立餐厅,farmhouse_rooms_v1,farmhouse_loot_v1,1.0,resident_cars,2,driveway_or_curb,0,False,well_septic_grid_power,farmland,Z02_farmhouse,,False,140216027,farmhouse:027:002,"farmhouse|矩形|纵深串联|2|1|0.27|窄窗组合|无楼梯|带前廊双坡|蓝灰木板|松绿|前廊|1|[18.1, 22.1]|独立餐厅",planned
P028,Z02,北部农场带,farmhouse,residential,居住,False,"[576.9, 304.9]","[27.8, 27.0]","[17.2, 16.7]",0,R06,北,1,低层,0,0,0,0,0,L028,H010,L形左翼,中央走廊,3,2,0.1,前二侧一,无楼梯,双坡,浅黄灰泥,浅青,前廊,屋顶轻损,车库内门,farmhouse_rooms_v1,farmhouse_loot_v1,1.0,resident_cars,2,driveway_or_curb,0,False,well_septic_grid_power,farmland,Z02_farmhouse,,False,140216028,farmhouse:028:039,"farmhouse|L形左翼|中央走廊|3|2|0.1|前二侧一|无楼梯|双坡|浅黄灰泥|浅青|前廊|1|[17.2, 16.7]|车库内门",planned
P029,Z02,北部农场带,farmhouse,residential,居住,False,"[470.5, 117.7]","[23.8, 25.4]","[14.8, 15.7]",0,R05,北,1,低层,0,0,0,0,0,L029,H011,L形右翼,前厅分流,4,1,-0.07,转角窗组,无楼梯,带前廊双坡,蓝灰木板,砖红,前廊,杂草侵占,前置客厅,farmhouse_rooms_v1,farmhouse_loot_v1,1.0,resident_cars,2,driveway_or_curb,0,False,well_septic_grid_power,farmland,Z02_farmhouse,,False,140216029,farmhouse:029:076,"farmhouse|L形右翼|前厅分流|4|1|-0.07|转角窗组|无楼梯|带前廊双坡|蓝灰木板|砖红|前廊|1|[14.8, 15.7]|前置客厅",planned
P030,Z02,北部农场带,farmhouse,residential,居住,False,"[478.1, 291.5]","[25.0, 35.4]","[15.5, 21.9]",0,R06,北,1,低层,1,-1,0,0,1,L030,H012,前凸形,双区分隔,2,1,-0.24,凸窗组合,无楼梯,双坡,浅黄灰泥,松绿,前廊,维护良好,独立餐厅,farmhouse_rooms_v1,farmhouse_loot_v1,1.0,resident_cars,2,driveway_or_curb,0,False,well_septic_grid_power,farmland,Z02_farmhouse,,False,140216030,farmhouse:030:113,"farmhouse|前凸形|双区分隔|2|1|-0.24|凸窗组合|无楼梯|双坡|浅黄灰泥|松绿|前廊|1|[15.5, 21.9]|独立餐厅",planned
P031,Z02,北部农场带,farmhouse,residential,居住,False,"[376.4, 256.0]","[25.3, 28.1]","[15.7, 17.4]",0,R06,南,1,低层,0,0,0,0,0,L031,H013,后凸形,侧走廊,3,1,0.24,前一侧二,无楼梯,带前廊双坡,蓝灰木板,浅青,前廊,火灾熏黑,车库内门,farmhouse_rooms_v1,farmhouse_loot_v1,1.0,resident_cars,2,driveway_or_curb,0,False,well_septic_grid_power,farmland,Z02_farmhouse,,False,140216031,farmhouse:031:150,"farmhouse|后凸形|侧走廊|3|1|0.24|前一侧二|无楼梯|带前廊双坡|蓝灰木板|浅青|前廊|1|[15.7, 17.4]|车库内门",planned
P032,Z02,北部农场带,detached_house,residential,居住,False,"[472.9, 256.0]","[20.2, 27.6]","[12.6, 17.1]",0,R06,南,2,低层,0,0,1,0,1,L032,H014,主屋加侧翼,L形动线,3,2,0.07,窄窗组合,后部直梯,双坡,浅黄灰泥,砖红,前廊,屋顶轻损,前置客厅,detached_house_rooms_v1,detached_house_loot_v1,1.0,resident_cars,2,driveway_or_curb,0,False,well_septic_grid_power,farmland,Z02_detached_house,,False,140216032,detached_house:032:187,"detached_house|主屋加侧翼|L形动线|3|2|0.07|窄窗组合|后部直梯|双坡|浅黄灰泥|砖红|前廊|2|[12.6, 17.1]|前置客厅",planned
P033,Z02,北部农场带,farmhouse,residential,居住,False,"[392.1, 211.7]","[25.9, 28.9]","[16.0, 17.9]",0,R04,南,1,低层,1,-1,0,0,1,L033,H015,错位双矩形,环形动线,2,1,-0.1,前二侧一,无楼梯,带前廊双坡,蓝灰木板,松绿,前廊,杂草侵占,独立餐厅,farmhouse_rooms_v1,farmhouse_loot_v1,1.0,resident_cars,2,driveway_or_curb,0,False,well_septic_grid_power,farmland,Z02_farmhouse,,False,140216033,farmhouse:033:224,"farmhouse|错位双矩形|环形动线|2|1|-0.1|前二侧一|无楼梯|带前廊双坡|蓝灰木板|松绿|前廊|1|[16.0, 17.9]|独立餐厅",planned
P034,Z02,北部农场带,detached_house,residential,居住,False,"[413.2, 258.8]","[27.3, 25.1]","[16.9, 15.6]",0,R06,南,1,低层,0,0,0,0,0,L034,H016,T形,开放核心,1,1,-0.27,转角窗组,无楼梯,双坡,浅黄灰泥,浅青,前廊,维护良好,车库内门,detached_house_rooms_v1,detached_house_loot_v1,1.0,resident_cars,2,driveway_or_curb,0,False,well_septic_grid_power,farmland,Z02_detached_house,,False,140216034,detached_house:034:261,"detached_house|T形|开放核心|1|1|-0.27|转角窗组|无楼梯|双坡|浅黄灰泥|浅青|前廊|1|[16.9, 15.6]|车库内门",planned
P035,Z03,东北公路服务区,warehouse,industrial,工业物流,False,"[941.2, 295.1]","[34.1, 45.2]","[25.9, 34.3]",0,R07,北,1,低层,0,0,0,0,0,L035,N019,后凸形,warehouse-功能分区-19,0,1,-0.26,窄窗组合,无楼梯,低坡顶,红砖,暗黄,后露台,维护良好,储藏间,warehouse_rooms_v1,warehouse_loot_v1,1.3,work_vans_and_trucks,8,on_lot_and_service_lane,1,True,municipal_water_power_sewer,suburban,Z03_warehouse,,False,140216035,warehouse:035:298,"warehouse|后凸形|warehouse-功能分区-19|0|1|-0.26|窄窗组合|无楼梯|低坡顶|红砖|暗黄|后露台|1|[25.9, 34.3]|储藏间",planned
P036,Z03,东北公路服务区,radio_station,civic,教育公共,False,"[859.7, 297.0]","[29.7, 33.0]","[21.4, 23.7]",0,R07,北,1,低层,0,0,0,0,0,L036,N020,L形左翼,radio_station-功能分区-20,0,1,0.22,前二侧一,无楼梯,L形双坡,米色石材,土褐,后露台,火灾熏黑,狭长走廊,radio_station_rooms_v1,radio_station_loot_v1,1.7,radio_station_fleet,8,on_lot_and_service_lane,0,True,municipal_water_power_sewer,suburban,Z03_radio_station,,False,140216036,radio_station:036:335,"radio_station|L形左翼|radio_station-功能分区-20|0|1|0.22|前二侧一|无楼梯|L形双坡|米色石材|土褐|后露台|1|[21.4, 23.7]|狭长走廊",planned
P037,Z03,东北公路服务区,convenience_store,commercial,食品补给,False,"[824.4, 295.2]","[32.2, 32.0]","[23.2, 23.0]",0,R07,北,1,低层,0,0,0,0,0,L037,N021,T形,convenience_store-功能分区-21,0,1,0.05,转角窗组,无楼梯,低坡顶,红砖,橄榄,后露台,屋顶轻损,封闭阳台,convenience_store_rooms_v1,convenience_store_loot_v1,1.8,customer_and_staff,6,on_lot_and_service_lane,0,False,municipal_water_power_sewer,suburban,Z03_convenience_store,BIZ-037,True,140216037,convenience_store:037:372,"convenience_store|T形|convenience_store-功能分区-21|0|1|0.05|转角窗组|无楼梯|低坡顶|红砖|橄榄|后露台|1|[23.2, 23.0]|封闭阳台",planned
P038,Z03,东北公路服务区,truck_stop,commercial,交通车辆,False,"[747.0, 99.0]","[37.6, 29.9]","[27.1, 21.5]",0,R01,北,1,低层,0,0,0,0,0,L038,N022,后凸形,truck_stop-功能分区-22,0,1,-0.12,凸窗组合,无楼梯,L形双坡,米色石材,暗黄,后露台,杂草侵占,储藏间,truck_stop_rooms_v1,truck_stop_loot_v1,1.8,customer_and_staff,6,on_lot_and_service_lane,0,False,municipal_water_power_sewer,suburban,Z03_truck_stop,BIZ-038,True,140216038,truck_stop:038:409,"truck_stop|后凸形|truck_stop-功能分区-22|0|1|-0.12|凸窗组合|无楼梯|L形双坡|米色石材|暗黄|后露台|1|[27.1, 21.5]|储藏间",planned
P039,Z03,东北公路服务区,diner,commercial,食品补给,False,"[970.3, 154.3]","[30.4, 36.2]","[21.9, 26.0]",0,R01,南,1,低层,0,0,0,0,0,L039,N023,L形左翼,diner-功能分区-23,0,1,-0.29,前一侧二,无楼梯,低坡顶,红砖,土褐,后露台,维护良好,狭长走廊,diner_rooms_v1,diner_loot_v1,1.8,customer_and_staff,6,on_lot_and_service_lane,0,False,municipal_water_power_sewer,suburban,Z03_diner,BIZ-039,True,140216039,diner:039:446,"diner|L形左翼|diner-功能分区-23|0|1|-0.29|前一侧二|无楼梯|低坡顶|红砖|土褐|后露台|1|[21.9, 26.0]|狭长走廊",planned
