id,district,district_name,building_type,category,life_system,is_landmark,center_m,lot_size_m,footprint_m,rotation_deg,nearest_road,entrance_side,floors,height_class,layout_id,base_plan,footprint_shape,floorplan_family,bedrooms,bathrooms,entrance_offset,window_pattern,stair_pattern,roof,facade,palette,feature,condition,room_twist,design_signature,visual_signature,status
P033,Z02,北部农场带,farmhouse,residential,居住,False,"[674.6, 130.1]","[28.8, 38.7]","[17.9, 24.0]",0,R05,北,1,低层,L033,H015,错位双矩形,环形动线,2,1,-0.1,前二侧一,无楼梯,带前廊双坡,蓝灰木板,松绿,前廊,杂草侵占,独立餐厅,farmhouse:033:224,"farmhouse|错位双矩形|环形动线|2|1|-0.1|前二侧一|无楼梯|带前廊双坡|蓝灰木板|松绿|前廊|1|[17.9, 24.0]|独立餐厅",planned
P034,Z02,北部农场带,farmhouse,residential,居住,False,"[467.8, 113.4]","[24.5, 30.7]","[15.2, 19.0]",90,R03,东,1,低层,L034,H016,T形,开放核心,3,2,-0.27,转角窗组,无楼梯,双坡,浅黄灰泥,浅青,前廊,维护良好,车库内门,farmhouse:034:261,"farmhouse|T形|开放核心|3|2|-0.27|转角窗组|无楼梯|双坡|浅黄灰泥|浅青|前廊|1|[15.2, 19.0]|车库内门",planned
P035,Z03,东北公路服务区,warehouse,industrial,工业物流,False,"[963.2, 93.4]","[48.8, 49.5]","[37.1, 37.6]",0,R06,南,1,低层,L035,N019,后凸形,warehouse-功能分区-19,0,2,-0.26,窄窗组合,无楼梯,低坡顶,红砖,暗黄,后露台,维护良好,储藏间,warehouse:035:298,"warehouse|后凸形|warehouse-功能分区-19|0|2|-0.26|窄窗组合|无楼梯|低坡顶|红砖|暗黄|后露台|1|[37.1, 37.6]|储藏间",planned
P036,Z03,东北公路服务区,auto_shop,commercial,交通车辆,False,"[876.8, 52.0]","[33.2, 33.8]","[23.9, 24.4]",0,R06,南,1,低层,L036,N020,L形左翼,auto_shop-功能分区-20,0,1,0.22,前二侧一,无楼梯,L形双坡,米色石材,土褐,后露台,火灾熏黑,狭长走廊,auto_shop:036:335,"auto_shop|L形左翼|auto_shop-功能分区-20|0|1|0.22|前二侧一|无楼梯|L形双坡|米色石材|土褐|后露台|1|[23.9, 24.4]|狭长走廊",planned
P037,Z03,东北公路服务区,fast_food,commercial,食品补给,False,"[847.7, 190.2]","[46.4, 36.4]","[33.4, 26.2]",0,R01,南,1,低层,L037,N021,T形,fast_food-功能分区-21,0,1,0.05,转角窗组,无楼梯,低坡顶,红砖,橄榄,后露台,屋顶轻损,封闭阳台,fast_food:037:372,"fast_food|T形|fast_food-功能分区-21|0|1|0.05|转角窗组|无楼梯|低坡顶|红砖|橄榄|后露台|1|[33.4, 26.2]|封闭阳台",planned
P038,Z03,东北公路服务区,gas_station,commercial,交通车辆,False,"[783.3, 210.0]","[36.7, 33.6]","[26.4, 24.2]",90,R01,东,1,低层,L038,N022,后凸形,gas_station-功能分区-22,0,1,-0.12,凸窗组合,无楼梯,L形双坡,米色石材,暗黄,后露台,杂草侵占,储藏间,gas_station:038:409,"gas_station|后凸形|gas_station-功能分区-22|0|1|-0.12|凸窗组合|无楼梯|L形双坡|米色石材|暗黄|后露台|1|[26.4, 24.2]|储藏间",planned
P039,Z03,东北公路服务区,convenience_store,commercial,食品补给,False,"[996.9, 228.8]","[31.3, 39.3]","[22.5, 28.3]",90,R06,西,1,低层,L039,N023,L形左翼,convenience_store-功能分区-23,0,1,-0.29,前一侧二,无楼梯,低坡顶,红砖,土褐,后露台,维护良好,狭长走廊,convenience_store:039:446,"convenience_store|L形左翼|convenience_store-功能分区-23|0|1|-0.29|前一侧二|无楼梯|低坡顶|红砖|土褐|后露台|1|[22.5, 28.3]|狭长走廊",planned
P040,Z03,东北公路服务区,car_wash,commercial,交通车辆,False,"[750.2, 287.9]","[44.8, 42.6]","[32.3, 30.6]",0,R06,北,1,低层,L040,N024,T形,car_wash-功能分区-24,0,1,0.19,窄窗组合,无楼梯,L形双坡,米色石材,橄榄,后露台,火灾熏黑,封闭阳台,car_wash:040:483,"car_wash|T形|car_wash-功能分区-24|0|1|0.19|窄窗组合|无楼梯|L形双坡|米色石材|橄榄|后露台|1|[32.3, 30.6]|封闭阳台",planned
P041,Z03,东北公路服务区,self_storage,commercial,交通车辆,False,"[921.4, 187.6]","[43.0, 44.7]","[31.0, 32.2]",0,R06,北,1,低层,L041,N025,后凸形,self_storage-功能分区-25,0,1,0.02,前二侧一,无楼梯,低坡顶,红砖,暗黄,后露台,屋顶轻损,储藏间,self_storage:041:520,"self_storage|后凸形|self_storage-功能分区-25|0|1|0.02|前二侧一|无楼梯|低坡顶|红砖|暗黄|后露台|1|[31.0, 32.2]|储藏间",planned
P042,Z03,东北公路服务区,truck_stop,commercial,交通车辆,False,"[791.4, 58.8]","[46.1, 44.3]","[33.2, 31.9]",90,R01,西,1,低层,L042,N026,L形左翼,truck_stop-功能分区-26,0,1,-0.15,转角窗组,无楼梯,L形双坡,米色石材,土褐,后露台,杂草侵占,狭长走廊,truck_stop:042:557,"truck_stop|L形左翼|truck_stop-功能分区-26|0|1|-0.15|转角窗组|无楼梯|L形双坡|米色石材|土褐|后露台|1|[33.2, 31.9]|狭长走廊",planned
P043,Z03,东北公路服务区,diner,commercial,食品补给,False,"[812.2, 114.7]","[38.3, 33.0]","[27.6, 23.8]",0,R06,南,1,低层,L043,N027,T形,diner-功能分区-27,0,1,-0.32,凸窗组合,无楼梯,低坡顶,红砖,橄榄,后露台,维护良好,封闭阳台,diner:043:594,"diner|T形|diner-功能分区-27|0|1|-0.32|凸窗组合|无楼梯|低坡顶|红砖|橄榄|后露台|1|[27.6, 23.8]|封闭阳台",planned
P044,Z03,东北公路服务区,motel_unit,residential,居住,False,"[818.2, 289.9]","[36.4, 31.8]","[22.5, 19.7]",0,R06,北,1,低层,L044,H017,矩形,双区分隔,1,1,0.16,前一侧二,无楼梯,L形双坡,米色石材,暗黄,后露台,火灾熏黑,储藏间,motel_unit:044:631,"motel_unit|矩形|双区分隔|1|1|0.16|前一侧二|无楼梯|L形双坡|米色石材|暗黄|后露台|1|[22.5, 19.7]|储藏间",planned
P045,Z03,东北公路服务区,detached_house,residential,居住,False,"[921.6, 42.7]","[36.6, 35.6]","[22.7, 22.1]",0,R06,南,1,低层,L045,H018,L形左翼,侧走廊,3,2,-0.01,窄窗组合,无楼梯,低坡顶,红砖,土褐,后露台,屋顶轻损,狭长走廊,detached_house:045:668,"detached_house|L形左翼|侧走廊|3|2|-0.01|窄窗组合|无楼梯|低坡顶|红砖|土褐|后露台|1|[22.7, 22.1]|狭长走廊",planned
P046,Z03,东北公路服务区,detached_house,residential,居住,False,"[869.2, 254.0]","[26.1, 31.6]","[16.2, 19.6]",0,R06,南,1,低层,L046,H019,L形右翼,L形动线,4,1,-0.18,前二侧一,无楼梯,L形双坡,米色石材,橄榄,后露台,杂草侵占,封闭阳台,detached_house:046:705,"detached_house|L形右翼|L形动线|4|1|-0.18|前二侧一|无楼梯|L形双坡|米色石材|橄榄|后露台|1|[16.2, 19.6]|封闭阳台",planned
P047,Z03,东北公路服务区,detached_house,residential,居住,False,"[974.3, 144.9]","[24.5, 44.9]","[15.2, 27.8]",0,R06,南,1,低层,L047,H020,前凸形,环形动线,1,1,0.3,转角窗组,无楼梯,低坡顶,红砖,暗黄,后露台,维护良好,储藏间,detached_house:047:742,"detached_house|前凸形|环形动线|1|1|0.3|转角窗组|无楼梯|低坡顶|红砖|暗黄|后露台|1|[15.2, 27.8]|储藏间",planned
P048,Z03,东北公路服务区,motel_unit,residential,居住,False,"[950.7, 295.7]","[35.3, 31.2]","[21.9, 19.4]",90,R06,西,1,低层,L048,H021,后凸形,开放核心,1,1,0.13,凸窗组合,无楼梯,L形双坡,米色石材,土褐,后露台,火灾熏黑,狭长走廊,motel_unit:048:779,"motel_unit|后凸形|开放核心|1|1|0.13|凸窗组合|无楼梯|L形双坡|米色石材|土褐|后露台|1|[21.9, 19.4]|狭长走廊",planned
P049,Z03,东北公路服务区,motel_unit,residential,居住,False,"[733.1, 46.2]","[32.7, 32.1]","[20.3, 19.9]",90,R01,西,1,低层,L049,H022,主屋加侧翼,纵深串联,1,1,-0.04,前一侧二,无楼梯,低坡顶,红砖,橄榄,后露台,屋顶轻损,封闭阳台,motel_unit:049:816,"motel_unit|主屋加侧翼|纵深串联|1|1|-0.04|前一侧二|无楼梯|低坡顶|红砖|橄榄|后露台|1|[20.3, 19.9]|封闭阳台",planned
P050,Z03,东北公路服务区,motel_unit,residential,居住,False,"[835.3, 55.3]","[25.8, 28.8]","[16.0, 17.9]",0,R06,南,1,低层,L050,H023,错位双矩形,中央走廊,1,1,-0.21,窄窗组合,无楼梯,L形双坡,米色石材,暗黄,后露台,杂草侵占,储藏间,motel_unit:050:853,"motel_unit|错位双矩形|中央走廊|1|1|-0.21|窄窗组合|无楼梯|L形双坡|米色石材|暗黄|后露台|1|[16.0, 17.9]|储藏间",planned
P051,Z04,西部老旧住宅区,daycare,civic,教育公共,False,"[258.5, 402.1]","[41.5, 55.8]","[29.9, 40.2]",90,R09,西,1,低层,L051,N028,L形右翼,daycare-功能分区-28,0,2,-0.19,转角窗组,无楼梯,平顶,红砖,橄榄,侧翼扩建,维护良好,封闭阳台,daycare:051:890,"daycare|L形右翼|daycare-功能分区-28|0|2|-0.19|转角窗组|无楼梯|平顶|红砖|橄榄|侧翼扩建|1|[29.9, 40.2]|封闭阳台",planned
P052,Z04,西部老旧住宅区,pharmacy,commercial,医疗,False,"[80.8, 591.4]","[37.8, 40.4]","[27.3, 29.1]",0,R07,南,1,低层,L052,N029,U形,pharmacy-功能分区-29,0,1,0.29,凸窗组合,无楼梯,错层双坡,米色石材,暗黄,侧翼扩建,火灾熏黑,储藏间,pharmacy:052:927,"pharmacy|U形|pharmacy-功能分区-29|0|1|0.29|凸窗组合|无楼梯|错层双坡|米色石材|暗黄|侧翼扩建|1|[27.3, 29.1]|储藏间",planned
P053,Z04,西部老旧住宅区,laundromat,commercial,零售服务,False,"[81.9, 416.3]","[36.3, 32.1]","[26.1, 23.1]",90,R08,东,1,低层,L053,N030,主屋加侧翼,laundromat-功能分区-30,0,1,0.12,前一侧二,无楼梯,平顶,红砖,土褐,侧翼扩建,屋顶轻损,狭长走廊,laundromat:053:964,"laundromat|主屋加侧翼|laundromat-功能分区-30|0|1|0.12|前一侧二|无楼梯|平顶|红砖|土褐|侧翼扩建|1|[26.1, 23.1]|狭长走廊",planned
P054,Z04,西部老旧住宅区,corner_shop,commercial,零售服务,False,"[206.3, 445.1]","[33.9, 45.4]","[24.4, 32.7]",90,R09,东,1,低层,L054,N031,L形右翼,corner_shop-功能分区-31,0,1,-0.05,窄窗组合,无楼梯,错层双坡,米色石材,橄榄,侧翼扩建,杂草侵占,封闭阳台,corner_shop:054:004,"corner_shop|L形右翼|corner_shop-功能分区-31|0|1|-0.05|窄窗组合|无楼梯|错层双坡|米色石材|橄榄|侧翼扩建|1|[24.4, 32.7]|封闭阳台",planned
P055,Z04,西部老旧住宅区,detached_house,residential,居住,False,"[148.6, 409.9]","[26.2, 42.5]","[16.2, 26.3]",0,R07,北,1,低层,L055,H024,T形,L形动线,1,1,-0.22,前二侧一,无楼梯,平顶,红砖,暗黄,侧翼扩建,维护良好,储藏间,detached_house:055:041,"detached_house|T形|L形动线|1|1|-0.22|前二侧一|无楼梯|平顶|红砖|暗黄|侧翼扩建|1|[16.2, 26.3]|储藏间",planned
